Months_Inactive_12_mon,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
3,0.9971939122221433,0.0028033226079790027
2,0.9948111497878273,0.005188265772697572
3,0.9953211165246094,0.004678171945992642
2,0.9965427983049269,0.0034582593982663635
2,0.9956402435681038,0.00436128156342808
3,0.997857477982848,0.002138600304483004
2,0.9857136939288722,0.014286306071127828
2,0.9950049480381453,0.004995051175115847
2,0.9920323838616174,0.007968017004843612
3,0.9981710531708141,0.0018314957657695763
3,0.9993087768431078,0.0006889106546228078
3,0.9973034705422192,0.002697356266019698
2,0.9955078023342215,0.004492217573935107
2,0.9933988242893159,0.006600531092467926
4,0.9973209316426612,0.002678988796655987
2,0.9905525221531595,0.0094474778468405
3,0.993675707160148,0.006321977461236777
3,0.9980735902842381,0.0019226541761628903
2,0.9947974281014561,0.005198359122353004
3,0.996838810924764,0.003163335559263731
3,0.9951308694811728,0.004868261983482653
3,0.9950686484645992,0.004929417290172772
3,0.9958565593995058,0.00414045696702841
2,0.997479808053836,0.0025227681233227226
3,0.9948881776257565,0.005112690801681338
2,0.9973459541008001,0.0026513140018806225
2,0.9968822968364658,0.0031183625665896935
3,0.9920586934163659,0.00794130658363413
2,0.9891330285068873,0.010865977108827828
2,0.992564244793621,0.007435875435583741
2,0.9949907012116688,0.005009320821538982
3,0.9936653247099524,0.0063348731157371035
2,0.9953649446462463,0.004637672222829248
2,0.9925377996915844,0.0074624932618969275
2,0.9957807146477059,0.004220567230158288
2,0.9945493494231078,0.0054498056806553076
3,0.995887276608199,0.004116306208004265
3,0.9976631776667378,0.002337393315755512
3,0.9981252941882222,0.0018733590600020582
2,0.9953920890075697,0.004608770432080943
3,0.9945610578179382,0.005438942182061741
2,0.9900820003012166,0.009917999698783354
2,0.9959078675838416,0.004093476569774614
1,0.9839336498385646,0.016066350161435393
1,0.9928287306359587,0.007170838568342148
3,0.9950089677539662,0.004990565458260436
2,0.9958303012967626,0.004169217003929818
2,0.9947605524481905,0.00523944755180954
2,0.9863670445114398,0.013632709638240708
2,0.9962772978509082,0.0037203935735189916
3,0.9937275637890703,0.006272436210929672
3,0.9970083480461782,0.002991466491015445
3,0.9976014396372621,0.0023977878855859997
2,0.9959083257349667,0.004088204189670508
2,0.9921538216746493,0.007845822262751089
2,0.9937911204108539,0.0062088795891460736
2,0.9922511720151648,0.007748827984835261
3,0.99671,0.00329379
3,0.9965995232231988,0.0034048775381435516
1,0.9857082465618867,0.0142915136811032
2,0.9966508669154257,0.0033474696063368614
2,0.9963814641304786,0.0036181763592178237
2,0.9964736187273966,0.0035247638415928976
2,0.9949499581950391,0.005050491616838579
3,0.995920949034766,0.004076680437476306
2,0.9924326322996708,0.007567367700329149
3,0.997699596113042,0.0022992640454098864
3,0.99452,0.00548
1,0.9891513305887437,0.01084866941125624
2,0.9925088218450432,0.0074909880995961894
2,0.9967702825504781,0.003226597161431228
2,0.998429895992529,0.0015671227539224306
2,0.9908163538084355,0.009183760056722256
2,0.9927069473563158,0.007292505651424366
3,0.9961324800956416,0.003868824307653435
2,0.9913493393093905,0.008650660690609435
3,0.9972549439474637,0.0027473089304581675
2,0.9966623916312385,0.003342143718460493
3,0.9983147406254348,0.0016817907859645194
3,0.9966215479318319,0.0033760376969480302
2,0.9948435290057291,0.005158149774607362
2,0.9920820559981035,0.007917944001896481
2,0.9940543824539052,0.005945617546094729
3,0.9967034813535481,0.0032956978947499297
3,0.9974335232582723,0.0025679273420818032
1,0.9881305414730076,0.011870521652545794
2,0.994994313488302,0.005004880104165877
3,0.9956388984042406,0.004359305968849072
2,0.9925948566018504,0.007405224027393034
3,0.9967377392618311,0.003265047822145067
2,0.9903142787303109,0.009685466944037255
2,0.994062811369801,0.005940110318010561
2,0.9960545421840468,0.003940712105279785
2,0.9876086735441196,0.012391326455880326
3,0.9971472505608924,0.002852957423221998
3,0.9972728077925884,0.002725601629626366
1,0.9861143248572896,0.013886476411219165
3,0.9964938187997229,0.003510624699427464
2,0.9832800185307498,0.016721038055230907
3,0.9948138302693886,0.0051862050708229804
2,0.9963282896778823,0.0036736352685200107
2,0.9916023350808376,0.008397664919162327
3,0.9969361499432696,0.0030590875798297834
3,0.9981238262992794,0.0018771012176759176
2,0.9915666530904966,0.008433346909503337
3,0.9959533769560771,0.004049332004517232
2,0.9958188093775149,0.004179664310972607
2,0.9984946594219608,0.0015014064518036204
2,0.9963636179545811,0.0036371216066249613
3,0.9952673357350845,0.004733246407969275
2,0.9948357273737258,0.005164272626274191
2,0.9974178677552115,0.00257918897407309
2,0.9922348325073681,0.007764610459611826
2,0.9972388296504806,0.0027603508947354363
3,0.9973602923497564,0.002638218593385381
2,0.9957004191575317,0.004301282298852123
3,0.9967157998842657,0.00328290107381799
2,0.9980861686194175,0.0019156897066783677
3,0.9971870906781489,0.0028172635603792738
3,0.9975068089546232,0.0024908258627926805
2,0.9916096269048732,0.008390956070664072
4,0.9953872711407097,0.004615220349275452
3,0.9980806723951103,0.001920460474706996
2,0.994231313434762,0.005768371554518465
3,0.9968278166797586,0.0031767535414267325
3,0.9971165910674521,0.0028807678982871406
2,0.9968039054503741,0.0031981966990839695
2,0.9973662201222864,0.002631018061545431
3,0.9967194128818629,0.0032785896934708733
2,0.9940020635726908,0.005998148154769286
5,0.9989603785598505,0.0010381731668733908
4,0.997760064676829,0.0022394442417211866
2,0.9969630540323682,0.0030354791127687264
3,0.9965274869837711,0.0034729213028302248
2,0.9953690125560162,0.004630586838731375
3,0.9991147055505594,0.0008859813344506458
1,0.9761974110731438,0.023802588926856154
2,0.9984076099400072,0.0015898559821690647
1,0.9947674051248824,0.005232594875117605
2,0.9973285429964371,0.002671457003562841
3,0.9948739410874614,0.005125600231771003
3,0.9969143972282088,0.003084812620674688
1,0.9934125628504259,0.006587212530529163
2,0.997496626192384,0.0025001591502001883
2,0.9957825598589044,0.004219312702883201
3,0.9939578293101324,0.0060410899878089
4,0.9975601360863608,0.002444589144411968
2,0.990699849300382,0.009300063195956196
2,0.9946661950560318,0.00533380494396821
3,0.9964924186478726,0.0035043547206264373
3,0.9981016175069474,0.0018986540569307024
2,0.9895970584931946,0.010402941506805397
3,0.9966886352615822,0.0033067497070013185
4,0.9951294957308746,0.004867555308703026
2,0.9970158524452082,0.00298665966086483
2,0.9967270240232252,0.00326829137523541
3,0.9913474790860044,0.00865227372492651
3,0.998164823129634,0.0018313212507637068
3,0.9986603714898917,0.0013378701088241187
2,0.9948176454883904,0.005182004542756604
3,0.9975291288052043,0.0024729875375160163
3,0.9962803169354097,0.003718139258335704
3,0.996011016900303,0.003987727646402545
3,0.9970624466360882,0.0029360458401358172
3,0.9967498318117823,0.0032512717144698236
3,0.9979359015274732,0.0020634546190122518
3,0.9945457697848927,0.005454230215107211
2,0.9976525878908873,0.0023453590104205854
2,0.9949157474318838,0.005084173372346016
2,0.9976320148969676,0.0023674430987761976
2,0.9954968342252484,0.004501554028211248
4,0.9969411492433982,0.003056604404875601
2,0.9953275569754327,0.004672789595583645
2,0.9873137965273469,0.012685772110306944
3,0.9948117109092219,0.005189186867970737
3,0.9982988223535513,0.0016985263483722994
3,0.9947097565334136,0.00529022565535435
3,0.9950940252712741,0.004908671060114871
2,0.9936087699660203,0.006391840527755862
1,0.9855997725542839,0.014400227445716129
3,0.9963665062272241,0.0036357069073558565
2,0.9984929529470572,0.0015046976337090177
1,0.9838080382417029,0.016191584729947688
2,0.9922664502041372,0.007733549795862852
2,0.9968228073371876,0.003179531650788899
2,0.9968254407063851,0.0031735829771325115
2,0.9963725783958086,0.0036259857563923498
4,0.99737,0.0026282
2,0.9936631550913586,0.006335861609320674
2,0.9889581626920251,0.01104187985465769
3,0.992268646292599,0.007731353707400948
2,0.9962342468290818,0.003767377714128488
3,0.9993733879156165,0.0006266450395816241
4,0.996717731220617,0.003284709797209028
3,0.9958934110831305,0.0041054266036415574
2,0.9960078545028883,0.003992993015618555
2,0.9993706069566805,0.0006266914460934655
4,0.9969457826087917,0.0030544440747829354
3,0.9956186763069022,0.004380119493281336
2,0.995470303041686,0.004529765846388846
2,0.9927322214510124,0.007267331162694222
2,0.9978562610855294,0.002141145729100528
1,0.9951845008125512,0.004814157963775285
2,0.98537957468803,0.014620425311970076
2,0.9970988788630978,0.0029025041563117823
3,0.9976770106813754,0.002325542470364748
2,0.9934914931277322,0.006508871039815195
2,0.9952310435045605,0.004768884539185626
3,0.9981179275755846,0.0018830260455850872
2,0.98992049042214,0.010077016449077669
3,0.9953927246904285,0.004606608813809503
3,0.9936669511376371,0.006334372448445219
2,0.9949928619062258,0.005005220952924517
1,0.9838767444644042,0.016123255535595734
3,0.9944754169573311,0.005524583042668877
3,0.9975063828768956,0.0024962165076838436
2,0.990788573312852,0.009211426687147983
3,0.9978672824394543,0.002131414842985151
3,0.9970697050382115,0.002931215694144133
2,0.9848786347642003,0.015121365235799704
2,0.9954419726387128,0.0045590657871840716
2,0.994668202107637,0.005331795646876479
2,0.9917187751789058,0.008281224821094148
1,0.9933879918457523,0.0066120081542476675
2,0.9965931952784727,0.003404311084728804
3,0.9966924515403158,0.003306813869481991
2,0.9956972661742646,0.0043005972856571895
2,0.9917319407333982,0.00826805926660178
2,0.997435856277316,0.002566705355588429
3,0.997441943803224,0.0025548149581060215
2,0.9953949240310617,0.00460575330858626
2,0.996660064363998,0.0033435737027832715
2,0.9978858576155792,0.0021108278946776193
1,0.9900211270174931,0.009978965238834828
4,0.9968239440398025,0.003174030364479473
3,0.9966634631076522,0.003340259055877785
0,0.9945531244778746,0.005446875522125458
1,0.9869309794236963,0.013069020576303608
2,0.9920344440430174,0.00796543970711795
2,0.9949284848063509,0.005071515193649092
2,0.9942387111293383,0.005761288870661751
3,0.9969936300437793,0.00301002759120211
2,0.9929819288180681,0.007018085090883119
2,0.9950227043499414,0.004977960336921244
2,0.9913838504992194,0.008616149500780592
3,0.998395756281924,0.0016038712808952146
2,0.9878755442130184,0.012124241845746777
3,0.9977093108774867,0.002292832021287855
3,0.9965229351765218,0.0034814682876104916
2,0.9917585626110861,0.008241468949480885
3,0.9853081376023596,0.01469182810113082
3,0.996759401246629,0.00324456260447412
3,0.994288380254251,0.00571137705499286
3,0.9940724527573568,0.005926655461856542
2,0.9956474388512798,0.004350940657993094
2,0.9910367786966068,0.008963221303393196
2,0.9942621682692225,0.005736701282400552
2,0.9951764846355668,0.004821652501862513
3,0.9959257754469529,0.004070576441305986
3,0.9879103771949521,0.012087200663044476
2,0.9950576643507895,0.004942196091487036
2,0.9948898643518516,0.005110054241617959
2,0.9941372999752223,0.005862700024777802
2,0.9899736886189682,0.010026311381031801
3,0.997706689886073,0.00229228718465381
1,0.9921026092718799,0.007897390728120082
2,0.9964405881761962,0.003561833539343853
2,0.9935351067231584,0.006464258862776875
1,0.9903141067821675,0.009685893217832524
3,0.994720490966666,0.005279453857638477
3,0.9973989273132616,0.002603662366025589
2,0.9876980247823254,0.012301348713049443
2,0.9971349301157386,0.002866098923881351
2,0.9950355658318619,0.004963636467076673
3,0.9974875269772203,0.00251417781369059
2,0.990980091984143,0.009019908015856927
1,0.9919883687947862,0.008011631205213733
3,0.9947122011454715,0.00528757328083683
3,0.995647613168675,0.004354213983333723
3,0.997065950638827,0.0029315301178012786
3,0.9966336695756501,0.00336917074235018
1,0.990074435688548,0.00992556431145198
2,0.9924328625037617,0.007566985392125425
2,0.99584290434474,0.004158297963578885
3,0.9983598884266853,0.001637759792119405
4,0.99737,0.0026282
3,0.9976854357283601,0.002313774063115745
5,0.9918149631889505,0.008184772208008801
2,0.9938917482338837,0.00610940270187739
3,0.994899079550544,0.0051017117248056895
3,0.9988934781303275,0.0011040558306031813
2,0.9971404411428654,0.00285685432055039
2,0.9948984766954614,0.005101523304538572
2,0.9988064868473301,0.0011964215478338252
2,0.9944153997454888,0.005586691740825779
3,0.9954519481625412,0.0045493955958156446
3,0.9966157366905712,0.003383840856156603
3,0.998024952922627,0.0019725594574920464
1,0.9920834825904875,0.007916517409512455
3,0.9966776545469702,0.003324223836755665
3,0.9948941668895342,0.005104256650850832
1,0.9945336725009355,0.005466612407141672
2,0.9966976573073717,0.003303544395943556
2,0.9934469708908163,0.006552851412599928
3,0.9910864571860418,0.008913297039663086
2,0.993158822419626,0.006841177580373986
3,0.9960790969522528,0.00392021508130054
2,0.9955353503335289,0.004465277937005697
3,0.9904863808222494,0.009513298102935568
2,0.9948125350928785,0.005187122682997155
4,0.9971540438894175,0.0028446954981075504
2,0.9901039308859291,0.009896069114070902
4,0.996412832453889,0.0035912863576716162
3,0.99745779768761,0.0025454325053697515
2,0.9943041548940367,0.0056958451684429486
3,0.9969895128332745,0.00300744338818885
2,0.9948390334170897,0.0051609583587778635
3,0.996752445504208,0.0032513468870879903
2,0.9953920267117508,0.00460803009953732
2,0.9974179492048914,0.002583054505609654
2,0.9971947784812912,0.0028076727913554306
2,0.9949812192537615,0.005018780746238599
2,0.9962775328577359,0.0037257361062476985
3,0.9968657475478113,0.003133362238376887
3,0.9968126604864554,0.003189272063132469
2,0.9902080891126862,0.009790860176576311
2,0.9971238771227436,0.0028788856598708137
1,0.9780525451996613,0.021947803208299407
2,0.9952955035785932,0.004705137798280637
2,0.996191606566678,0.0038052659821927156
3,0.9971536489955874,0.002843330551198752
2,0.9968610581121439,0.0031395256141839075
2,0.9957600588319384,0.004237319069196293
1,0.9871920232641997,0.012807976735800267
2,0.9969034458514521,0.0030952473431046642
3,0.9955922916690423,0.004406106529575564
2,0.9959878752531667,0.004011691521007782
3,0.9969495305549463,0.003052633220264513
1,0.9846412622010874,0.015358737798912614
3,0.9965569258795329,0.00344322096368668
3,0.9975782016121996,0.0024256754909422994
3,0.9977134450710662,0.0022823496291579665
3,0.9948059767972004,0.00519427343249714
1,0.983739083388536,0.016260916611463963
3,0.9980484393205048,0.001948578792619278
3,0.9966313715475839,0.003366637904863337
1,0.9808035172968462,0.019196407357575794
1,0.9957419760256011,0.004254482932556238
2,0.9958703120708061,0.004129798723115915
3,0.9958251046485406,0.004177242871646247
5,0.990707088147231,0.009292911852769016
1,0.9920606495816539,0.00793935041834619
2,0.9965082511290546,0.0034933081558886766
3,0.9920753421036049,0.007924053878917172
3,0.9945321544638531,0.005467860669407588
2,0.9898043805087028,0.01019561949129721
3,0.9934208240388783,0.006578558273863703
3,0.9971029011510243,0.002901791728098566
1,0.9948558273346049,0.005145024613358028
1,0.9927134362936317,0.007287567773504146
3,0.9969371614452089,0.0030612649947313448
2,0.9943557660499835,0.005642887953886391
3,0.9981922458276353,0.0018042946443915429
3,0.9966647024965269,0.00333562865473346
3,0.9950626827359705,0.00493742609868897
3,0.9966732810322223,0.0033224701427722785
2,0.9977597436710212,0.0022421467911842704
3,0.9973308558887445,0.002667813595527654
3,0.9980964221768998,0.001906542135775236
2,0.9923174335932817,0.007682566406718227
2,0.9950834337650544,0.004914656403865242
3,0.9967536874281683,0.003247114677749301
2,0.9921744475186334,0.007825613739615924
2,0.9953258319744048,0.004672789000504463
3,0.9927413719177847,0.007257681921113193
3,0.9956787761322581,0.004320117654650694
2,0.9921138032122812,0.007886196787718852
1,0.9919090890005944,0.008089868571929039
2,0.9940735412247748,0.005926458775225227
3,0.9975893896391365,0.0024134082134395474
2,0.9908626300862672,0.009137369913732825
3,0.9976883395861535,0.0023153648969162044
2,0.9960973499794614,0.0039012874942754025
3,0.9989896923665823,0.0010100800796663302
2,0.9793653866105345,0.02063755087330603
2,0.9955844725388899,0.004414770202560823
4,0.9967403523527907,0.00326319525011754
3,0.9980552645826081,0.0019467599835521136
1,0.990345890714564,0.009654109285436023
1,0.9922610349280461,0.0077390665439204
2,0.9968429260115917,0.0031579360626522376
1,0.9928127212796082,0.007186278325709803
2,0.9934868594056767,0.0065131405943232995
2,0.9936372888025319,0.006362711197468087
4,0.9949552551596774,0.005046149056373486
3,0.9946824336027306,0.005317537818507579
2,0.9882146602554756,0.01178524811560712
2,0.9931117580629962,0.006888241937003714
2,0.991543637024556,0.008456362975444016
3,0.9969561498900704,0.003045914716082506
2,0.9947892068067714,0.005211664643199589
2,0.9964341351239385,0.0035681356085239075
2,0.9933136183663333,0.006687549551978468
3,0.9982029055641861,0.0017995334856269888
3,0.9977347021679274,0.002264142258125312
2,0.9957832848253204,0.004213529555563362
2,0.9928534623878584,0.007146537612141582
1,0.9841470505090191,0.015853032416065917
2,0.9932080648623702,0.0067919351376298
1,0.9903204588657627,0.009679541134237243
3,0.9962984723890579,0.003702190270365847
3,0.9958410895038456,0.0041574992310464175
2,0.998103678018973,0.0018997702028540637
3,0.9959332599838194,0.004063517092913635
3,0.9965786230547695,0.003419485363452959
2,0.9970025037406759,0.002997955334640094
2,0.9825159385876101,0.017485005715467163
2,0.9971298319222515,0.0028687833873066635
3,0.9966338479594357,0.003364023829646198
2,0.9940642435682533,0.005937411398085875
3,0.9966159571562148,0.0033820886132786354
3,0.9913167418892511,0.008683443093422685
3,0.9962122803664403,0.0037853998846298234
3,0.9980656509448708,0.0019366949985603866
2,0.995640426840078,0.0043578087836661766
2,0.9956674108893444,0.004335431552735725
3,0.9951484688991691,0.004851808366521723
2,0.9970450898019373,0.0029537990411677246
3,0.9968189801919034,0.003177917072967509
3,0.9989506015883537,0.0010531842095070733
2,0.9941789725698477,0.005821027430152332
4,0.9970062968832147,0.0029963712437205458
3,0.9966622052048065,0.00333561455841872
2,0.996407975158036,0.0035951368091358873
3,0.9979546249754335,0.002044041437678799
3,0.99452,0.00548
2,0.9933176875423535,0.006682395519100531
3,0.9928545796474887,0.007145589367616778
2,0.9949125966750523,0.0050862824252185124
2,0.9907099092173554,0.00928961813807712
2,0.9950439888965203,0.00495141174722132
2,0.9946083993449948,0.005392199879706209
3,0.9938787497818329,0.006122001117317423
2,0.9949478499211896,0.005049217722040149
3,0.9980029642699879,0.001999009206962398
2,0.994596999959653,0.0054020397034137205
1,0.9911276217015472,0.008871170640119544
2,0.9947184036326943,0.005281596367305765
3,0.9968555906363507,0.0031457219058619867
3,0.9975512064908916,0.002448073467163434
3,0.9975076321076954,0.002492459257223209
2,0.9945743317090825,0.005425668290917474
3,0.995699688996529,0.004301033467824001
3,0.9898588931133495,0.01014247662855803
2,0.9979884212204408,0.0020079269104517922
2,0.9948205299787439,0.005179470021255989
1,0.9909580398161555,0.009041243025968702
3,0.997696389138942,0.0023013015371937196
3,0.9979067452520028,0.002092655232043553
2,0.994703412672868,0.005297285877550783
2,0.990885025040022,0.009114974959978032
2,0.9931481649658486,0.006851835034151472
2,0.997691109577959,0.0023093719060776853
3,0.9975500913545096,0.0024533932113622995
4,0.9977604940094531,0.0022374176962654214
2,0.9952054407043232,0.004793214944711537
2,0.9966594880696236,0.003337642270415662
2,0.9946334078182261,0.005366592181773882
2,0.9886450723997143,0.01135506356617742
1,0.9789740645063387,0.021025935493661344
2,0.9966619078915144,0.003341596121637786
3,0.9954117508306455,0.004591160532863171
2,0.9915228853750536,0.008477114624946417
3,0.9906873646913178,0.009312635308682145
2,0.9950541812043187,0.004945811215273548
2,0.9977879189177403,0.0022106027325798725
1,0.9899978139860209,0.010001817896724323
2,0.9918688799011434,0.00813112009885671
1,0.9838630093399883,0.016136990660011702
3,0.9963801027501049,0.0036192724305469737
2,0.9945933794458476,0.005406131536524656
3,0.9966136766314754,0.0033857792054462392
1,0.9863335553321212,0.013666313128092957
3,0.9969078557179551,0.0030900675200854068
3,0.996385411374832,0.0036186640053682347
2,0.9959612380194558,0.004039512228629934
1,0.9881554584656888,0.011844541534311248
1,0.9851230184564332,0.014876981543566765
2,0.995940407297453,0.004056583337017157
3,0.9973559314952127,0.002647503601544457
2,0.9969405349353287,0.0030605453410926776
2,0.9952784049321648,0.004721782759163643
2,0.9846973250827539,0.015302429970237865
2,0.9967761023831243,0.003220978565232918
3,0.9943215662098293,0.005677811710995872
2,0.9933997255801449,0.006600988552139279
2,0.9979295833801468,0.0020733775224597633
1,0.982195341467862,0.01780465853213804
2,0.994223292364071,0.005776707635928976
2,0.9992196197847627,0.0007844163309823895
3,0.9971177489612679,0.002883852920543865
2,0.9881077568404731,0.011893168089333633
4,0.9948000045572127,0.005202345899039717
1,0.9934518634192491,0.006548024781801502
2,0.9964769025863061,0.003527448835960767
3,0.995822580832149,0.004176968514208112
2,0.9951896491561275,0.00480948932027153
4,0.992825214886988,0.0071757164243012525
3,0.9971860769456986,0.002813680826837012
3,0.9971611679184421,0.0028363308593585546
3,0.9948198074988176,0.005180999589082293
3,0.9937462088845304,0.006253801501936889
3,0.9963769831155889,0.0036197023447369085
2,0.9929004156063346,0.007099347340442569
3,0.997329861943968,0.0026676077616363575
2,0.991436916134984,0.008563083865016072
3,0.9961989797402204,0.0038048133518968183
2,0.9952295335105935,0.0047710143455639105
3,0.9956068337671174,0.00439455799004276
2,0.9948114151735225,0.005187693866546144
2,0.9958915300338018,0.0041071716061333065
3,0.9966910403052769,0.0033105321530681737
3,0.9970434757379033,0.002959989257126586
3,0.9947142291655838,0.005285050471227508
3,0.9943196697730716,0.005679389134480573
3,0.9965520722959148,0.0034493115354881808
3,0.9988883106916877,0.0011077563695081
3,0.9951165940912883,0.004882510876686038
2,0.9925077148559475,0.007492097776164927
3,0.997422621913556,0.0025752114982705173
3,0.9955459223335571,0.004452297100858891
2,0.9926539890370137,0.007346010962986219
3,0.9968664533826987,0.003136131672022714
1,0.9914489636918095,0.008550091720813049
2,0.9948219808578234,0.005178019142176626
4,0.9978858948681563,0.0021109529483945106
2,0.9989431395734969,0.0010538977044913902
3,0.9973124030676935,0.0026842670476578136
2,0.9946224865450862,0.0053775669886004015
3,0.9960714254613621,0.003927075667215651
1,0.9945917547728045,0.005408245227195504
2,0.9963037213520147,0.003699837310609063
3,0.9983435877088452,0.0016556913822544518
2,0.9986604038894606,0.0013394035629664038
2,0.9909757691267065,0.009024217723279767
2,0.9936202873386073,0.006379712661392726
3,0.9968852283225335,0.003112207626390641
1,0.9926570749692621,0.00734292503073785
2,0.9963157179256975,0.003684403154353824
2,0.9943043315345839,0.005695668465416096
3,0.99685878270086,0.0031408866020263973
2,0.9958887936960388,0.004111929120638491
3,0.9944483385193302,0.0055516614806697335
2,0.9864709280665797,0.013529036786233004
2,0.9951201351104488,0.004880465038050066
1,0.9863459044112209,0.013654526999451091
2,0.9948351671224397,0.005164832877560287
2,0.9950000221689999,0.005000008334808262
3,0.9972025045415096,0.0027948162063043207
3,0.9865751766545161,0.013425342053846972
2,0.9909023342007941,0.009097665799205868
2,0.99431,0.00569
2,0.997249578848607,0.002751033923191244
2,0.994907246859629,0.005092753140371017
3,0.99733,0.002671418821740302
3,0.9944903371967694,0.005509231455279274
2,0.9967466284414448,0.003258076122069625
2,0.9860303724193304,0.013969627580669507
2,0.993230733647135,0.006769968198420639
1,0.9886495561278191,0.011350443872180883
2,0.997266992600127,0.0027346651425693195
3,0.9944832069419577,0.005516793058042336
2,0.9916482501786186,0.008351749821381444
2,0.9967989429198055,0.00320043875067931
3,0.9965099114154977,0.003487291123019851
2,0.988570013187859,0.011429020939613031
1,0.9923371279699069,0.007662901023442148
2,0.9913576868492672,0.00864231315073282
3,0.9960347690257029,0.003962748926404351
3,0.9963457306193984,0.003649516537064904
3,0.9911746487227172,0.008825383464093695
3,0.9970911125358378,0.002910126522135111
3,0.9967451685466359,0.003252496071346772
2,0.9949146506282659,0.005086945310778241
1,0.9939849174263454,0.0060150825736545515
3,0.9947311079632289,0.005268892036771023
2,0.9960745549252055,0.0039272974881730295
2,0.9967214546348298,0.003278906468561849
3,0.9947304111260243,0.005271468857477232
2,0.9953684431049887,0.004629603511639244
3,0.9962323647137319,0.0037653119439578346
2,0.9970018328102267,0.0029956435336890514
2,0.9908411018349036,0.009158898165096463
3,0.9951977857768093,0.004802005972993644
2,0.9941075338550758,0.005891976190680433
3,0.9978008110801406,0.0022021131411454186
3,0.9956783603266788,0.004324442180528711
2,0.9976339877758632,0.002362011295424124
2,0.9903503610096701,0.009649638990329907
3,0.9928190077521212,0.007180707157368573
2,0.995250356007948,0.004750907974465287
2,0.9945965442312984,0.005403277284673822
4,0.996322789585191,0.0036746614748918317
1,0.9866858005294787,0.01331299185024857
2,0.9940110386879921,0.005988913220920327
4,0.9965977052590083,0.0034024710668043795
2,0.9934362629139868,0.0065654613372097765
3,0.9984524552797567,0.0015433579579131242
2,0.9840415515046784,0.01595844849532148
3,0.9918873727765968,0.008112627223403272
3,0.9965581060275419,0.003444344462014572
2,0.9969705099736714,0.003031447575602666
2,0.9915135932627377,0.008486369877889283
2,0.9943920289983189,0.005607971001681141
2,0.9941421820864969,0.005858195787509148
1,0.991857626335988,0.008142373664012081
2,0.991539897487355,0.008460102512644958
2,0.9932552667347423,0.006744733265257662
2,0.9947910503918319,0.005208949608168021
2,0.9935387008454001,0.006461860747062735
2,0.9969118961625719,0.003088694134010961
3,0.9980225189260022,0.001975444566182377
2,0.9945837801513383,0.0054162198486616625
3,0.9962983029341625,0.0037026238998795463
2,0.9930005961213935,0.006999403878606543
4,0.9969242548173617,0.0030770663005235998
3,0.9992323527654219,0.0007667155729175816
3,0.9973785732981905,0.0026239824141033826
4,0.9983225043214685,0.0016773436276010356
3,0.9968027857884655,0.003201978781397871
3,0.993865619017701,0.006134380982299102
4,0.9955933157633594,0.004408220975130086
2,0.99704,0.00295827
3,0.9976046389868234,0.002393374617719817
2,0.994310740617039,0.005689092774772948
3,0.9959203760068579,0.004081840940487268
1,0.9961185693558529,0.00388170845161327
2,0.9940803419962808,0.005918823538058584
1,0.9952295801841037,0.004770987741657431
2,0.9949958993202958,0.005004563038489701
2,0.992974692698794,0.007024860929636216
3,0.9972292182452343,0.002768430553999779
3,0.9960073934604737,0.003996693314550352
3,0.9948142411024339,0.005185594050591917
3,0.9976150121903479,0.0023850455205970886
2,0.9943803695925375,0.0056199642729441845
1,0.984213385157735,0.015786614842264887
1,0.9846040865044859,0.015395913495514042
2,0.9933024362987245,0.006697563701275515
2,0.9977039183720149,0.00229868356166231
3,0.9956503952887601,0.004350181625078099
2,0.9956964904027162,0.004301920147524166
2,0.9987311519388529,0.001272005212722623
3,0.9969598342743122,0.0030411042114692616
2,0.9974136200038438,0.002585801974118178
0,0.9855585622574901,0.014441768920710732
2,0.9947350470407224,0.005265378399591866
2,0.9953870667740732,0.004611433621064609
2,0.9945118705351748,0.00549035936919378
2,0.9860012586112966,0.013998741388703379
3,0.9981110592604557,0.0018887515602090967
3,0.9971175052628443,0.002883565651468336
2,0.9980216277462887,0.0019768809690039494
3,0.9987178843726361,0.0012823525472246346
3,0.9939277382375482,0.006071327512105434
3,0.996854656859453,0.0031480469262917983
2,0.9915546572844965,0.008445342715503495
2,0.995660323350814,0.004339738678173912
3,0.9963650288277157,0.0036361096533713447
1,0.989309340865381,0.010690659134618995
3,0.9972168744587019,0.0027861263939809176
1,0.9851542374912006,0.014845762508799404
3,0.9967955482121491,0.003204990907988474
3,0.9951689345007653,0.004832187394098593
3,0.9946209728665751,0.005379157537780972
3,0.9979614225244284,0.002037046159176596
3,0.9968954856685412,0.00310268039043881
2,0.9924421048913147,0.007557897304676734
2,0.9959788426297892,0.004018414928103406
1,0.9912723212971075,0.008726739956772589
2,0.9967430188843774,0.00325966534548487
2,0.9963806267809031,0.003622345167964451
3,0.9937387498681781,0.006261250131821876
2,0.9941489855711958,0.0058508101482552055
2,0.9969543404422905,0.0030461533046206943
3,0.9967138233494471,0.0032899342679416294
2,0.9961551833672119,0.0038434693895198317
2,0.9946476575209007,0.005352344738524389
4,0.9958884370350741,0.004110673115455057
